order_item_id,order_id,item_id,quantity,price
433,153,216,3,221.18
434,154,100,1,578.32
435,154,102,1,299.75
436,154,99,3,222.86
437,154,101,3,127.69
438,155,162,1,597.45
439,155,160,3,416.01
440,156,332,2,372.92
441,156,326,3,412.73
442,156,328,1,475.99
443,156,330,2,480.21
444,157,301,1,135.83
445,158,26,1,404.77
446,158,21,3,453.17
447,158,23,3,230.08
448,158,27,2,109.26
449,158,22,1,284.99
450,159,351,3,221.79
451,159,352,2,481.3
452,159,355,1,212.69
453,160,210,3,400.38
454,160,212,3,173.97
455,161,85,2,156.22
456,161,82,3,177.02
457,161,84,3,442.58
458,161,80,2,251.25
459,162,193,3,521.38
460,162,197,1,215.43
461,162,196,2,161.7
462,162,191,1,101.65
463,163,123,3,187.01
464,163,120,2,431.65
465,164,174,1,417.0
466,164,171,3,274.74
467,164,169,2,433.34
468,165,138,1,354.83
469,165,139,2,524.27
470,165,136,1,359.79
471,166,24,3,590.56
472,167,23,2,230.08
473,167,26,1,404.77
474,167,25,3,323.84
475,167,21,2,453.17
476,168,221,2,300.51
477,168,223,1,560.44
478,168,225,2,434.49
479,169,15,2,416.89
480,169,16,3,154.01
481,169,11,1,572.33
482,170,80,2,251.25
483,170,82,1,177.02
484,170,84,1,442.58
485,170,83,2,448.19
486,170,86,3,312.87
487,171,168,2,516.46
488,172,18,1,454.72
489,173,3,2,350.11
490,173,4,3,213.35
491,173,10,3,130.87
492,173,2,2,103.86
493,173,9,2,295.69
494,174,243,1,347.45
495,174,238,1,478.23
496,174,239,2,325.11
497,174,236,1,451.49
498,174,235,1,224.76
499,175,191,2,101.65
500,175,189,3,522.96
501,175,192,3,407.7
502,176,98,2,294.53
503,176,102,3,299.75
504,176,101,2,127.69
505,176,99,3,222.86
506,177,222,3,477.65
507,177,224,3,408.18
508,177,223,2,560.44
509,178,163,3,102.02
510,178,161,3,179.13
511,178,167,2,160.27
512,178,166,2,133.38
513,179,261,3,378.7
514,179,263,3,402.37
515,179,260,2,468.62
516,179,259,3,397.26
517,180,164,1,567.53
518,180,163,1,102.02
519,180,162,3,597.45
520,180,161,1,179.13
521,180,160,2,416.01
522,181,325,1,226.63
523,181,329,1,235.59
524,181,332,1,372.92
525,181,326,3,412.73
526,181,328,1,475.99
527,182,170,2,244.58
528,183,138,1,354.83
529,183,136,3,359.79
530,183,142,3,162.85
531,183,140,1,348.77
532,184,32,1,170.39
533,184,35,2,474.03
534,185,108,2,518.75
535,186,221,3,300.51
536,186,223,1,560.44
537,186,222,2,477.65
538,186,225,3,434.49
539,187,327,3,513.24
540,187,330,2,480.21
541,187,325,3,226.63
542,187,328,3,475.99
543,188,42,3,593.85
544,188,48,2,346.0
545,188,41,3,246.34
546,188,45,1,546.61
547,188,40,3,199.64
548,189,181,3,420.95
549,189,175,3,560.76
550,189,177,1,524.78
551,189,176,2,392.85
552,190,324,3,420.57
553,191,70,3,358.69
554,192,56,2,488.67
555,192,57,3,267.45
556,193,104,2,440.73
557,193,105,1,315.72
558,194,336,1,264.91
559,194,335,1,142.65
560,194,342,1,273.63
561,194,337,1,136.04
562,195,160,2,416.01
563,196,5,1,149.82
564,196,7,2,265.39
565,196,3,2,350.11
566,197,196,1,161.7
567,197,188,2,371.14
568,197,192,3,407.7
569,197,194,3,271.13
570,198,296,3,309.25
571,198,293,1,259.65
572,198,297,1,483.08
573,198,295,1,283.5
574,199,214,1,580.71
575,199,213,1,335.59
576,199,211,3,269.4
577,199,210,3,400.38
578,200,102,3,299.75
579,200,99,1,222.86
580,200,101,2,127.69
581,200,100,3,578.32
582,200,98,3,294.53
583,201,271,2,450.64
584,201,266,2,265.34
585,202,200,1,360.84
586,202,206,1,385.59
587,202,205,2,219.94
588,203,135,1,419.38
589,203,132,3,434.0
590,203,130,1,313.42
591,204,22,2,284.99
592,204,21,2,453.17
593,204,25,2,323.84
594,204,26,1,404.77
595,205,170,1,244.58
596,205,169,1,433.34
597,205,174,2,417.0
598,205,172,3,421.78
599,205,173,3,211.11
600,206,310,1,373.73
601,206,309,2,582.46
602,206,312,2,575.98
603,206,308,2,188.67
604,207,28,3,146.44
605,207,29,3,537.05
606,207,32,1,170.39
607,207,31,3,538.35
608,208,73,2,100.84
609,208,76,1,297.43
610,208,70,2,358.69
611,208,79,3,574.3
612,209,350,3,192.23
613,209,349,2,394.36
614,209,343,2,282.53
615,210,261,1,378.7
616,210,256,3,365.29
617,210,260,2,468.62
618,210,259,2,397.26
619,210,263,3,402.37
620,211,38,2,577.9
621,211,40,3,199.64
622,212,306,1,167.14
623,212,304,1,339.84
624,212,305,3,588.83
625,213,82,2,177.02
626,213,81,2,480.11
627,213,85,2,156.22
628,213,80,2,251.25
629,214,96,3,338.7
630,214,95,3,168.8
631,214,90,3,282.25
632,215,157,3,365.7
633,215,158,3,272.71
634,215,156,3,259.4
635,216,163,1,102.02
636,216,159,2,225.5
637,216,162,1,597.45
638,216,165,3,422.18
639,217,255,3,273.8
640,217,263,3,402.37
641,217,259,3,397.26
642,218,95,1,168.8
643,218,96,2,338.7
644,219,208,3,363.03
645,219,209,1,422.43
646,220,115,3,107.49
647,220,119,1,193.62
648,220,117,2,185.48
649,221,231,2,299.73
650,221,226,2,319.0
651,221,227,3,591.5
652,222,230,3,203.16
653,222,232,2,507.78
654,223,135,2,419.38
655,223,131,3,348.31
656,223,133,3,588.82
657,223,126,1,135.66
658,224,228,2,310.3
659,224,231,3,299.73
660,224,233,1,262.09
661,224,227,2,591.5
662,224,226,1,319.0
663,225,51,3,572.5
664,225,58,3,466.42
665,225,52,1,371.51
666,225,53,1,391.48
667,225,59,3,272.86
668,226,183,3,188.75
669,226,185,3,521.54
670,227,112,1,209.12
671,227,108,2,518.75
672,227,104,1,440.73
673,227,103,1,126.05
674,228,223,2,560.44
675,229,203,1,243.71
676,229,201,2,109.37
677,230,174,2,417.0
678,230,171,2,274.74
679,231,43,2,591.03
680,231,47,2,105.58
681,231,48,1,346.0
682,232,155,3,417.41
683,232,157,1,365.7
684,232,150,2,264.17
685,233,44,2,421.17
686,233,38,1,577.9
687,233,42,3,593.85
688,234,281,3,544.24
689,234,278,1,484.1
690,235,339,2,265.39
691,235,336,1,264.91
692,236,97,1,306.84
693,236,96,3,338.7
694,237,260,3,468.62
695,237,259,3,397.26
696,238,25,2,323.84
697,238,26,1,404.77
698,239,11,3,572.33
699,239,17,1,450.04
700,240,181,2,420.95
701,240,176,1,392.85
702,240,178,2,557.67
703,240,179,1,522.07
704,240,175,2,560.76
705,241,112,1,209.12
706,241,106,1,164.18
707,242,117,1,185.48
708,242,121,2,577.4
709,242,119,3,193.62
710,243,170,2,244.58
711,243,172,2,421.78
712,243,171,3,274.74
713,243,169,2,433.34
714,244,157,2,365.7
715,244,156,1,259.4
716,245,184,3,137.24
717,245,185,2,521.54
718,246,344,1,542.78
719,246,347,1,262.91
720,246,349,2,394.36
721,246,348,3,236.36
722,247,147,2,577.22
723,247,149,1,326.86
724,248,151,1,137.84
725,248,154,3,537.23
726,248,152,3,422.03
727,249,10,1,130.87
728,249,6,2,195.59
729,250,91,2,481.11
730,250,95,3,168.8
731,251,283,2,200.68
732,251,277,2,183.82
733,251,287,3,161.4
734,251,278,3,484.1
735,251,280,1,483.54
736,252,331,3,406.05
737,252,326,2,412.73
738,252,328,3,475.99
739,252,325,3,226.63
740,252,330,1,480.21
741,253,221,2,300.51
742,253,223,3,560.44
743,253,224,1,408.18
744,254,146,3,226.74
745,254,143,2,215.08
746,255,51,1,572.5
747,255,50,3,157.26
748,256,352,2,481.3
749,256,354,1,222.33
750,257,53,2,391.48
751,257,57,1,267.45
752,257,50,1,157.26
753,257,61,3,298.71
754,257,51,3,572.5
755,258,77,3,489.53
756,258,71,3,563.43
757,258,74,1,433.09
758,259,274,3,583.93
759,260,85,3,156.22
760,260,80,1,251.25
761,260,86,1,312.87
762,261,32,3,170.39
763,261,37,2,516.7
764,261,30,2,338.92
765,261,31,3,538.35
766,262,42,3,593.85
767,262,39,3,121.35
768,262,48,3,346.0
769,262,45,1,546.61
770,263,309,2,582.46
771,263,313,2,571.32
772,263,310,3,373.73
773,263,311,1,189.6
774,263,308,3,188.67
775,264,216,2,221.18
776,264,218,2,251.88
777,265,348,2,236.36
778,265,344,1,542.78
779,265,347,3,262.91
780,265,349,3,394.36
781,265,343,2,282.53
782,266,213,3,335.59
783,266,212,3,173.97
784,266,214,3,580.71
785,267,5,2,149.82
786,267,8,1,433.23
787,267,2,2,103.86
788,268,95,2,168.8
789,268,94,3,312.19
790,268,87,2,171.6
791,268,88,2,549.15
792,268,89,3,244.69
793,269,144,2,123.28
794,269,147,3,577.22
795,269,148,2,467.99
796,269,143,2,215.08
797,269,145,1,545.22
798,270,109,1,234.8
799,270,107,2,310.24
800,270,106,1,164.18
801,270,105,3,315.72
802,271,301,1,135.83
803,271,304,3,339.84
804,271,306,1,167.14
805,271,300,3,544.4
806,271,303,3,409.2
807,272,283,2,200.68
808,272,285,3,563.79
809,272,288,3,360.73
810,272,286,1,133.69
811,273,106,3,164.18
812,274,74,2,433.09
813,274,77,2,489.53
814,275,237,3,266.2
815,275,241,2,214.47
816,276,260,3,468.62
817,276,255,1,273.8
818,276,257,1,598.82
819,277,311,3,189.6
820,277,310,3,373.73
821,278,34,3,468.78
822,278,32,3,170.39
823,278,33,3,490.62
824,279,164,1,567.53
825,280,118,2,128.25
826,281,350,2,192.23
827,281,343,1,282.53
828,281,344,2,542.78
829,281,347,3,262.91
830,281,349,2,394.36
831,282,223,1,560.44
832,283,95,3,168.8
833,283,88,2,549.15
834,284,72,2,581.07
835,284,77,3,489.53
836,284,71,2,563.43
837,284,75,2,108.86
838,285,95,2,168.8
839,285,91,3,481.11
840,285,88,3,549.15
841,286,207,3,313.7
842,286,200,3,360.84
843,287,143,1,215.08
844,288,212,3,173.97
845,288,211,3,269.4
846,289,347,2,262.91
847,290,259,1,397.26
848,290,258,1,289.95
849,291,210,1,400.38
850,291,213,2,335.59
851,292,224,2,408.18
852,293,13,3,321.46
853,293,14,3,505.07
854,293,17,1,450.04
855,293,12,3,519.64
856,294,36,3,339.93
857,295,133,2,588.82
858,295,135,1,419.38
859,295,130,2,313.42
860,295,124,3,377.79
861,296,195,2,447.7
862,296,192,1,407.7
863,297,22,1,284.99
864,297,19,2,440.33
865,297,24,1,590.56
866,297,23,2,230.08
867,298,175,3,560.76
868,298,179,2,522.07
869,298,178,3,557.67
870,299,207,3,313.7
871,300,212,1,173.97
